KTAB1DS__-3H14,2019-06-26 00:00:00,0
KTAB1DS__-3H15,2019-06-26 00:00:00,0
KTAB1DS__-3H16,2019-06-26 00:00:00,0
KTAB1DS__-3H17,2019-06-26 00:00:00,0.63
KTAB1DS__-3H18,2019-06-26 00:00:00,0.04
KTAB1DS__-3H19,2019-06-26 00:00:00,0
KTAB1DS__-3H20,2019-06-26 00:00:00,0
KTAB1DS__-3H21,2019-06-26 00:00:00,0
KTAB1DS__-3H22,2019-06-26 00:00:00,0.18
KTAB1DS__-3H23,2019-06-26 00:00:00,0.08
KTAB1DS__-3H24,2019-06-26 00:00:00,0
KTAB1DS__-3H25,2019-06-26 00:00:00,0
KTAB1____-3H07,2019-06-26 00:00:00,5.01
KTAB1____-3H10,2019-06-26 00:00:00,5.93
KTAB1____-3H01,2019-06-26 00:00:00,15.42
KTAB1____-3H02,2019-06-26 00:00:00,14.17
KTAB1____-3H03,2019-06-26 00:00:00,29.3
KTAB1____-3H04,2019-06-26 00:00:00,25.58
KTAB1____-3H05,2019-06-26 00:00:00,21.18
KTAB1____-3H06,2019-06-26 00:00:00,17.06
KTAB1____-3H11,2019-01-02 00:00:00,2.93
KTAB1____-3H12,2019-01-02 00:00:00,2.87
KTAB1____-3H07,2019-01-02 00:00:00,4.82
KTAB1____-3H10,2019-01-02 00:00:00,5.47
KTAB1DS__-3H22,2019-01-07 00:00:00,0.17
KTAB1DS__-3H23,2019-01-07 00:00:00,0.07
KTAB1DS__-3H22,2019-01-14 00:00:00,0.16
KTAB1DS__-3H23,2019-01-14 00:00:00,0.06
KTAB1DS__-3H22,2019-01-21 00:00:00,0.19
KTAB1DS__-3H23,2019-01-21 00:00:00,0.07
KTAB1DS__-3H22,2019-01-28 00:00:00,0.17
KTAB1DS__-3H23,2019-01-28 00:00:00,0.04
KTAB1____-3H11,2019-02-01 00:00:00,2.73
KTAB1____-3H12,2019-02-01 00:00:00,2.46
KTAB1____-3H07,2019-02-01 00:00:00,4.73
KTAB1____-3H10,2019-02-01 00:00:00,5.72
KTAB1DS__-3H22,2019-02-04 00:00:00,0.22
KTAB1DS__-3H23,2019-02-04 00:00:00,0.08
KTAB1DS__-3H22,2019-02-11 00:00:00,0.22
KTAB1____-3H08,2019-04-01 00:00:00,0
KTAB1____-3H09,2019-04-01 00:00:00,0
KTAB1____-3H10,2019-04-01 00:00:00,5.88
KTAB1____-3H11,2019-07-01 00:00:00,3.09
KTAB1____-3H12,2019-07-01 00:00:00,3.09
KTAB1____-3H07,2019-07-01 00:00:00,5.01
KTAB1____-3H10,2019-07-01 00:00:00,5.93
KTAB1DS__-3H01,2019-07-15 00:00:00,0.85
KTAB1DS__-3H02,2019-07-15 00:00:00,0
KTAB1DS__-3H03,2019-07-15 00:00:00,0
KTAB1DS__-3H04,2019-07-15 00:00:00,0.95
KTAB1DS__-3H05,2019-07-15 00:00:00,0.23
KTAB1DS__-3H06,2019-07-15 00:00:00,0
KTAB1DS__-3H07,2019-07-15 00:00:00,0
KTAB1DS__-3H08,2019-07-15 00:00:00,0.02
KTAB1DS__-3H09,2019-07-15 00:00:00,1.09
KTAB1DS__-3H10,2019-07-15 00:00:00,0
KTAB1DS__-3H11,2019-07-15 00:00:00,0
KTAB1DS__-3H12,2019-07-15 00:00:00,0
KTAB1DS__-3H13,2019-07-15 00:00:00,0.36
KTAB1DS__-3H14,2019-07-15 00:00:00,0
KTAB1DS__-3H15,2019-07-15 00:00:00,0
KTAB1DS__-3H16,2019-07-15 00:00:00,0
KTAB1DS__-3H17,2019-07-15 00:00:00,0.59
KTAB1DS__-3H18,2019-07-15 00:00:00,0.03
KTAB1DS__-3H19,2019-07-15 00:00:00,0
KTAB1DS__-3H20,2019-07-15 00:00:00,0
KTAB1DS__-3H21,2019-07-15 00:00:00,0
KTAB1DS__-3H22,2019-07-15 00:00:00,0.16
KTAB1DS__-3H23,2019-07-15 00:00:00,0.06
KTAB1DS__-3H24,2019-07-15 00:00:00,0
KTAB1DS__-3H25,2019-07-15 00:00:00,0
KTAB1DS__-3H01,2019-07-22 00:00:00,0.86
KTAB1DS__-3H02,2019-07-22 00:00:00,0
KTAB1DS__-3H03,2019-07-22 00:00:00,0.02
KTAB1DS__-3H04,2019-07-22 00:00:00,0.94
KTAB1DS__-3H05,2019-07-22 00:00:00,0.23
KTAB1DS__-3H06,2019-07-22 00:00:00,0
KTAB1DS__-3H07,2019-07-22 00:00:00,0
KTAB1DS__-3H08,2019-07-22 00:00:00,0.03
KTAB1DS__-3H09,2019-07-22 00:00:00,1.08
KTAB1DS__-3H10,2019-07-22 00:00:00,0
KTAB1____-3H11,2019-05-03 00:00:00,2.82
KTAB1____-3H12,2019-05-03 00:00:00,2.47
KTAB1____-3H07,2019-05-03 00:00:00,4.7
KTAB1____-3H08,2019-05-03 00:00:00,0
KTAB1____-3H09,2019-05-03 00:00:00,0
KTAB1____-3H10,2019-05-03 00:00:00,5.91
KTAB1____-3H11,2019-06-26 00:00:00,3.09
KTAB1____-3H12,2019-06-26 00:00:00,3.09
KTAB1DS__-3H01,2019-06-26 00:00:00,0.95
KTAB1DS__-3H02,2019-06-26 00:00:00,0.02
KTAB1DS__-3H03,2019-06-26 00:00:00,0.01
KTAB1DS__-3H04,2019-06-26 00:00:00,1
KTAB1DS__-3H05,2019-06-26 00:00:00,0.24
KTAB1DS__-3H06,2019-06-26 00:00:00,0
KTAB1DS__-3H07,2019-06-26 00:00:00,0
KTAB1DS__-3H08,2019-06-26 00:00:00,0.04
KTAB1DS__-3H09,2019-06-26 00:00:00,1.14
KTAB1DS__-3H10,2019-06-26 00:00:00,0
KTAB1DS__-3H11,2019-06-26 00:00:00,0
KTAB1DS__-3H12,2019-06-26 00:00:00,0
KTAB1DS__-3H13,2019-06-26 00:00:00,0.38
KTAB1DS__-3H11,2019-07-22 00:00:00,0
KTAB1DS__-3H12,2019-07-22 00:00:00,0
KTAB1DS__-3H13,2019-07-22 00:00:00,0.36
KTAB1DS__-3H14,2019-07-22 00:00:00,0
KTAB1DS__-3H15,2019-07-22 00:00:00,0
KTAB1DS__-3H16,2019-07-22 00:00:00,0
KTAB1DS__-3H17,2019-07-22 00:00:00,0.58
KTAB1DS__-3H18,2019-07-22 00:00:00,0.04
KTAB1DS__-3H19,2019-07-22 00:00:00,0
KTAB1DS__-3H20,2019-07-22 00:00:00,0
KTAB1DS__-3H21,2019-07-22 00:00:00,0
KTAB1DS__-3H22,2019-07-22 00:00:00,0.15
KTAB1DS__-3H23,2019-07-22 00:00:00,0.06
